Real,Previsto
0,0.07777954405129606
0,0.0
0,0.0
0,0.08811515449186302
0,0.0
0,0.03887132849764541
0,0.007167620894399818
0,0.0
0,0.09527057710456077
0,0.03653527296445347
0,0.04761684502427954
0,0.0
0,0.007913582513658923
0,0.0
0,0.0031433007718604244
0,0.06349324149475422
0,0.0
0,0.05079703285214521
0,0.07141916839556472
0,0.02383906432184446
0,0.0
0,0.03969091812346548
0,0.0
0,0.04284656328247749
0,0.08177932150498535
0,0.02540461556692364
0,0.057952455464842956
0,0.025380072898069983
0,0.027765213768969232
0,0.10160641009143845
0,0.0
0,0.018273735623079546
0,0.0
0,0.1087618327041362
0,0.0531576310541908
0,0.013503453881281047
0,0.0
0,0.0
0,0.009503676427591756
0,0.042871105951331145
0,0.030125811971014826
0,0.0460022084414895
0,0.0
0,0.06272273720664145
0,0.01747868866611313
0,0.03892041383535272
0,0.0
0,0.0
0,0.0
0,0.0
0,0.06346869882590056
0,0.019044239911192307
0,0.05554277192509005
0,0.06351778416360787
0,0.02933076501404841
0,0.1135321144459347
0,0.0
0,0.0
0,0.11512220835987108
0,0.006372573937433401
0,0.030174897308722137
0,0.09129534231972869
0,0.005577526980466985
0,0.0
0,0.06192769024967504
0,0.009552761765299067
0,0.05477226763697729
0,0.07857459100826247
0,0.014249415500540152
0,0.002397339152601319
0,0.0
0,0.024585025941103567
1,0.09050029536276227
0,0.049977443226325136
0,0.06187860491196773
