Ano,Semana Epidemiologica,Cid IBGE,CRS,Nome Municipio,Sexo,Faixa Etaria,Raca Cor,Obitos,Investigacao,Descartados,Inconclusivos,Autoctones,Confirmados,Notificacoes
2024,19,431020,17,Ijuí,M,De 15 a 19 anos,Amarela,0,1,0,0,0,0,1
2019,19,431020,17,Ijuí,M,De 15 a 19 anos,Parda,0,0,1,0,1,1,2
2019,21,431020,17,Ijuí,F,De 05 a 09 anos,Branca,0,0,2,0,0,0,2
2015,11,431020,17,Ijuí,F,De 50 a 59 anos,Ignorada,0,0,1,0,0,0,1
2015,14,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2015,33,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2015,12,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,0,0,0,1,1
2015,12,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2015,52,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,1,1,2
2015,1,431020,17,Ijuí,M,De 10 a 14 anos,Ignorada,0,0,1,0,0,0,1
2015,3,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,1,0,0,0,1
2015,17,431020,17,Ijuí,M,De 30 a 39 anos,Parda,0,0,1,0,0,0,1
2016,7,431020,17,Ijuí,M,De 20 a 29 anos,Ignorada,0,0,6,0,0,0,6
2016,7,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,6,1,1,1,8
2016,11,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,2,0,3,3,5
2016,30,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2015,15,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2016,7,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,1,1,2
2016,13,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,3,0,2,2,5
2015,16,431020,17,Ijuí,M,De 50 a 59 anos,Ignorada,0,0,1,0,0,0,1
2016,16,431020,17,Ijuí,F,De 40 a 49 anos,Ignorada,0,0,0,0,2,2,2
2016,16,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,0,0,3,3,3
2016,4,431020,17,Ijuí,M,De 60 a 69 anos,Ignorada,0,0,0,0,0,1,1
2015,50,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2016,42,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2016,42,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,1,0,0,2
2016,7,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2016,7,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,1,1,2
2016,13,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,4,4,5
2016,9,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,3,3,4
2016,4,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2016,17,431020,17,Ijuí,F,De 70 a 79 anos,Ignorada,0,0,0,0,1,1,1
2016,10,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,3,0,2,2,5
2016,15,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,0,0,1,1,1
2016,11,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,4,0,3,3,7
2016,13,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,4,0,3,4,8
2015,52,431020,17,Ijuí,F,De 40 a 49 anos,Ignorada,0,0,1,0,0,0,1
2016,12,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,3,0,1,1,4
2016,11,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,3,0,2,2,5
2016,10,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,2,0,0,0,2
2016,49,431020,17,Ijuí,F,De 60 a 69 anos,Preta,0,0,1,0,0,0,1
2016,17,431020,17,Ijuí,F,De 30 a 39 anos,Parda,0,0,0,0,1,1,1
2016,50,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2016,6,431020,17,Ijuí,M,Atï¿½ 01 ano,Branca,0,0,1,0,0,0,1
2016,27,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2016,8,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,1,1,2
2016,7,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,0,0,1,1,1
2016,12,431020,17,Ijuí,M,De 50 a 59 anos,Ignorada,0,0,0,0,1,1,1
2016,9,431020,17,Ijuí,M,De 30 a 39 anos,Ignorada,0,0,1,0,0,0,1
2016,14,431020,17,Ijuí,F,De 20 a 29 anos,Ignorada,0,0,1,0,0,0,1
2016,13,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,0,0,2,2,2
2016,50,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,2,0,0,0,2
2016,46,431020,17,Ijuí,F,Atï¿½ 01 ano,Parda,0,0,1,0,0,0,1
2016,11,431020,17,Ijuí,F,De 05 a 09 anos,Ignorada,0,0,1,0,1,1,2
2016,10,431020,17,Ijuí,F,De 01 a 04 anos,Branca,0,0,1,0,1,1,2
2016,12,431020,17,Ijuí,M,De 40 a 49 anos,Ignorada,0,0,1,0,0,0,1
2015,9,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2016,20,431020,17,Ijuí,M,De 15 a 19 anos,Ignorada,0,0,0,0,1,1,1
2015,52,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2016,6,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2016,17,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,0,0,1,1,1
2016,16,431020,17,Ijuí,M,De 70 a 79 anos,Ignorada,0,0,0,0,1,1,1
2016,1,431020,17,Ijuí,F,De 50 a 59 anos,Ignorada,0,0,1,0,0,0,1
2016,11,431020,17,Ijuí,M,De 70 a 79 anos,Branca,0,0,1,0,0,0,1
2019,20,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,3,0,0,0,3
2019,29,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2016,39,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2017,8,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2019,21,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,0,0,1,1,1
2017,5,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2020,10,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,4,0,0,0,4
2020,15,431020,17,Ijuí,M,De 50 a 59 anos,Ignorada,0,0,1,0,0,0,1
2019,21,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,0,0,1,1,1
2019,24,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,1,0,1,1,2
2020,11,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,0,1,2
2019,26,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,0,0,1,1,1
2019,39,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,17,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,1,1,2
2019,20,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,1,0,1,1,2
2019,20,431020,17,Ijuí,F,De 70 a 79 anos,Branca,0,0,0,0,1,1,1
2019,21,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2019,20,431020,17,Ijuí,F,De 80 ou mais anos,Parda,0,0,0,0,1,1,1
2018,10,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2019,16,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,0,0,1,1,1
2019,24,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,0,0,1,1,1
2019,25,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2018,15,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2019,28,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2020,11,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,4,0,0,0,4
2019,25,431020,17,Ijuí,M,De 30 a 39 anos,Amarela,0,0,1,0,0,0,1
2020,8,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2020,10,431020,17,Ijuí,M,De 05 a 09 anos,Ignorada,0,0,1,0,0,0,1
2020,15,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,0,0,1,1,1
2020,13,431020,17,Ijuí,F,De 30 a 39 anos,Parda,0,0,1,0,0,0,1
2020,43,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2020,42,431020,17,Ijuí,M,De 15 a 19 anos,Ignorada,0,0,1,0,0,0,1
2020,16,431020,17,Ijuí,F,De 30 a 39 anos,Preta,0,0,1,0,0,0,1
2020,7,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,52,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2020,25,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2020,50,431020,17,Ijuí,F,De 70 a 79 anos,Branca,0,0,1,0,0,0,1
2020,21,431020,17,Ijuí,F,De 20 a 29 anos,Parda,0,0,2,0,0,0,2
2020,42,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2020,7,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,0,0,0,1,1
2020,49,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2020,22,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2020,47,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2020,43,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2020,2,431020,17,Ijuí,M,Atï¿½ 01 ano,Ignorada,0,0,1,0,0,0,1
2020,23,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2020,21,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2020,15,431020,17,Ijuí,M,De 15 a 19 anos,Ignorada,0,0,1,0,0,0,1
2020,20,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,1,0,0,0,1
2020,15,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,0,0,1,1,1
2020,48,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,28,431020,17,Ijuí,M,De 15 a 19 anos,Preta,0,0,1,0,0,0,1
2020,11,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,2,0,0,0,2
2020,44,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2020,4,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2023,22,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,4,0,7,7,11
2023,15,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,7,0,18,18,25
2023,18,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,6,0,23,23,29
2023,20,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,10,0,19,19,29
2023,18,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,2,0,4,4,6
2023,16,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,8,0,14,14,22
2021,9,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,0,0,2,2,2
2021,52,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2021,19,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,2,0,0,0,2
2021,6,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,2,0,0,0,2
2021,51,431020,17,Ijuí,F,De 15 a 19 anos,Preta,0,0,1,0,0,0,1
2021,1,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,1,0,0,0,1
2021,32,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,1,0,0,0,1
2020,53,431020,17,Ijuí,M,De 15 a 19 anos,Ignorada,0,0,1,0,0,0,1
2020,53,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2021,43,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2021,15,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,0,0,2,2,2
2021,7,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2021,2,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2021,25,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2021,18,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2023,21,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,9,0,17,17,26
2023,16,431020,17,Ijuí,M,De 50 a 59 anos,Ignorada,0,0,1,0,6,6,7
2023,15,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,6,0,12,12,18
2023,17,431020,17,Ijuí,F,De 50 a 59 anos,Ignorada,0,0,0,0,9,9,9
2023,21,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,13,0,14,14,27
2023,20,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,15,0,21,21,36
2023,16,431020,17,Ijuí,M,De 30 a 39 anos,Ignorada,0,0,1,0,12,12,13
2023,20,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,6,0,10,10,16
2023,18,431020,17,Ijuí,M,De 40 a 49 anos,Ignorada,0,0,0,0,5,5,5
2023,17,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,6,0,32,32,38
2023,21,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,8,0,10,10,18
2023,21,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,5,0,16,16,21
2023,11,431020,17,Ijuí,F,De 20 a 29 anos,Ignorada,0,0,0,0,2,3,3
2023,12,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,14,0,15,15,29
2023,16,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,13,0,29,29,42
2023,25,431020,17,Ijuí,F,Atï¿½ 01 ano,Branca,0,0,0,0,1,1,1
2023,16,431020,17,Ijuí,F,De 70 a 79 anos,Ignorada,0,0,1,0,3,3,4
2023,20,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,11,0,20,20,31
2023,18,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,4,0,25,25,29
2024,12,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,12,0,4,4,16
2023,29,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,2,0,0,0,2
2023,22,431020,17,Ijuí,M,De 70 a 79 anos,Branca,0,0,2,0,6,6,8
2023,16,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,8,0,19,20,28
2023,34,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2023,40,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,2,0,0,0,2
2024,15,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,4,0,5,5,9
2023,50,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2023,20,431020,17,Ijuí,F,De 80 ou mais anos,Branca,0,0,1,0,8,8,9
2023,14,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,1,0,4,4,5
2023,26,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,0,0,2,2,2
2023,25,431020,17,Ijuí,F,De 70 a 79 anos,Ignorada,0,0,0,0,2,2,2
2023,19,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,6,0,6,6,12
2023,12,431020,17,Ijuí,F,De 70 a 79 anos,Ignorada,0,0,0,0,3,3,3
2023,21,431020,17,Ijuí,F,De 15 a 19 anos,Parda,0,0,0,0,1,1,1
2023,12,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,3,0,6,6,9
2023,12,431020,17,Ijuí,F,De 01 a 04 anos,Branca,0,0,3,0,2,2,5
2023,27,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,0,0,1,1,1
2023,19,431020,17,Ijuí,F,De 20 a 29 anos,Ignorada,0,0,0,0,2,2,2
2023,6,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,0,0,1,1,1
2022,17,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,3,0,0,0,3
2022,18,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,3,0,1,1,4
2022,20,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,2,0,2,2,4
2022,27,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,2,0,0,0,2
2022,20,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,2,0,0,0,2
2022,17,431020,17,Ijuí,F,De 20 a 29 anos,Ignorada,0,0,3,0,0,0,3
2022,14,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,4,0,0,0,4
2022,17,431020,17,Ijuí,F,De 10 a 14 anos,Ignorada,0,0,1,0,0,0,1
2022,18,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,5,0,0,0,5
2022,19,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,4,0,1,1,5
2022,14,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,1,1,2
2022,18,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,0,0,1
2022,38,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2022,6,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,0,0,1,1,1
2022,21,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,3,0,0,0,3
2022,13,431020,17,Ijuí,F,De 50 a 59 anos,Ignorada,0,0,0,0,2,2,2
2022,17,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,4,0,3,3,7
2022,1,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,1,0,0,0,1
2022,14,431020,17,Ijuí,F,De 30 a 39 anos,Parda,0,0,1,0,0,0,1
2023,15,431020,17,Ijuí,F,De 05 a 09 anos,Branca,0,0,4,0,3,3,7
2023,19,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,2,0,4,4,6
2023,22,431020,17,Ijuí,M,De 60 a 69 anos,Ignorada,0,0,0,0,2,2,2
2023,13,431020,17,Ijuí,M,De 50 a 59 anos,Ignorada,0,0,0,0,3,3,3
2023,34,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2023,12,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,5,0,6,6,11
2023,14,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,30,30,31
2023,18,431020,17,Ijuí,F,De 10 a 14 anos,Ignorada,0,0,0,0,1,1,1
2023,45,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2023,17,431020,17,Ijuí,M,De 40 a 49 anos,Ignorada,0,0,0,0,4,4,4
2023,12,431020,17,Ijuí,F,De 15 a 19 anos,Parda,0,0,2,0,1,1,3
2023,12,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,7,0,12,12,19
2024,12,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,7,0,7,7,14
2023,14,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,2,0,7,7,9
2023,21,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,3,0,8,8,11
2023,15,431020,17,Ijuí,F,De 50 a 59 anos,Parda,0,0,0,0,2,2,2
2023,12,431020,17,Ijuí,M,De 05 a 09 anos,Parda,0,0,1,0,2,2,3
2023,26,431020,17,Ijuí,F,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2023,26,431020,17,Ijuí,F,De 01 a 04 anos,Branca,0,0,0,0,1,1,1
2023,19,431020,17,Ijuí,M,De 20 a 29 anos,Ignorada,0,0,1,0,1,1,2
2023,22,431020,17,Ijuí,F,De 70 a 79 anos,Branca,0,0,1,0,7,7,8
2024,17,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,15,0,0,9,10,25
2023,15,431020,17,Ijuí,F,De 50 a 59 anos,Ignorada,0,0,1,0,10,10,11
2022,23,431020,17,Ijuí,M,De 50 a 59 anos,Ignorada,0,0,1,0,0,0,1
2024,20,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,14,2,0,8,8,24
2024,17,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,19,4,0,5,5,28
2024,21,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,14,0,0,1,1,15
2022,7,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,2,0,0,0,2
2022,19,431020,17,Ijuí,M,De 05 a 09 anos,Ignorada,0,0,1,0,0,0,1
2022,12,431020,17,Ijuí,F,De 05 a 09 anos,Parda,0,0,1,0,0,0,1
2022,14,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,1,1,2
2022,11,431020,17,Ijuí,M,De 01 a 04 anos,Branca,0,0,1,0,0,0,1
2022,16,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,2,0,2,2,4
2022,1,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,1,0,0,0,1
2022,3,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2022,5,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2022,8,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,0,0,0,1,1
2022,9,431020,17,Ijuí,M,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2022,11,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,2,2,3
2022,11,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,1,0,0,0,1
2022,13,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,2,2,3
2022,13,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,0,0,1,1,1
2022,14,431020,17,Ijuí,F,De 70 a 79 anos,Branca,0,0,0,0,1,1,1
2022,17,431020,17,Ijuí,M,De 60 a 69 anos,Branca,0,0,1,0,1,1,2
2022,18,431020,17,Ijuí,F,Atï¿½ 01 ano,Branca,0,0,1,0,0,0,1
2022,19,431020,17,Ijuí,M,De 15 a 19 anos,Parda,0,0,1,0,0,0,1
2022,19,431020,17,Ijuí,M,De 10 a 14 anos,Ignorada,0,0,1,0,0,0,1
2022,20,431020,17,Ijuí,M,Atï¿½ 01 ano,Branca,0,0,0,0,0,1,1
2022,22,431020,17,Ijuí,M,De 15 a 19 anos,Parda,0,0,1,0,0,0,1
2022,22,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2022,26,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2022,41,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,1,0,0,0,1
2022,49,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,1,0,0,0,1
2024,20,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,23,1,0,13,13,37
2024,17,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,18,2,0,7,10,30
2024,4,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,4,0,1,1,5
2024,2,431020,17,Ijuí,F,Atï¿½ 01 ano,Branca,0,0,0,0,0,1,1
2024,14,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,1,6,0,2,2,9
2024,15,431020,17,Ijuí,F,De 60 a 69 anos,Branca,0,4,5,0,8,8,17
2024,15,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,1,4,0,16,16,21
2024,12,431020,17,Ijuí,F,De 30 a 39 anos,Parda,0,0,2,0,0,0,2
2024,13,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,1,3,0,14,14,18
2024,12,431020,17,Ijuí,M,De 70 a 79 anos,Branca,0,0,2,0,6,6,8
2024,14,431020,17,Ijuí,F,De 70 a 79 anos,Branca,0,0,4,0,6,6,10
2024,18,431020,17,Ijuí,F,De 05 a 09 anos,Branca,0,5,0,0,0,0,5
2024,14,431020,17,Ijuí,F,De 50 a 59 anos,Ignorada,0,0,1,0,1,1,2
2024,16,431020,17,Ijuí,F,De 05 a 09 anos,Branca,0,2,2,0,3,5,9
2024,9,431020,17,Ijuí,F,De 01 a 04 anos,Branca,0,0,2,0,0,0,2
2024,15,431020,17,Ijuí,F,De 20 a 29 anos,Ignorada,0,0,0,0,1,1,1
2024,20,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,2,1,0,3,3,6
2023,27,431020,17,Ijuí,M,De 10 a 14 anos,Branca,0,0,1,0,1,1,2
2023,39,431020,17,Ijuí,F,De 30 a 39 anos,Branca,0,0,5,0,0,0,5
2023,12,431020,17,Ijuí,M,De 60 a 69 anos,Ignorada,0,0,1,0,2,2,3
2023,29,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,0,0,1,1,1
2023,33,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,2,0,1,1,3
2023,26,431020,17,Ijuí,M,De 30 a 39 anos,Branca,0,0,2,0,0,0,2
2023,22,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,0,2,0,6,6,8
2023,52,431020,17,Ijuí,F,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
2023,21,431020,17,Ijuí,F,De 01 a 04 anos,Branca,0,0,1,0,2,2,3
2023,11,431020,17,Ijuí,M,De 05 a 09 anos,Branca,0,0,1,0,3,3,4
2023,19,431020,17,Ijuí,M,De 60 a 69 anos,Ignorada,0,0,1,0,1,1,2
2023,13,431020,17,Ijuí,F,De 20 a 29 anos,Ignorada,0,0,1,0,2,2,3
2023,21,431020,17,Ijuí,F,De 80 ou mais anos,Branca,0,0,0,0,1,1,1
2023,39,431020,17,Ijuí,F,De 50 a 59 anos,Branca,0,0,1,0,0,0,1
2023,14,431020,17,Ijuí,F,De 10 a 14 anos,Branca,0,0,0,0,10,10,10
2023,13,431020,17,Ijuí,M,De 15 a 19 anos,Parda,0,0,1,0,1,1,2
2023,13,431020,17,Ijuí,M,De 40 a 49 anos,Parda,0,0,0,0,2,2,2
2024,20,431020,17,Ijuí,F,De 15 a 19 anos,Branca,0,8,2,0,0,0,10
2023,12,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,2,0,1,1,3
2024,13,431020,17,Ijuí,M,De 20 a 29 anos,Branca,0,0,5,1,4,4,10
2023,25,431020,17,Ijuí,M,De 15 a 19 anos,Branca,0,0,2,0,0,0,2
2023,24,431020,17,Ijuí,F,De 40 a 49 anos,Preta,0,0,0,0,1,1,1
2023,5,431020,17,Ijuí,F,De 20 a 29 anos,Branca,0,0,1,0,0,0,1
2023,13,431020,17,Ijuí,M,De 20 a 29 anos,Parda,0,0,3,0,1,1,4
2023,50,431020,17,Ijuí,M,De 40 a 49 anos,Branca,0,0,1,0,0,0,1
